file_id,user_id,subforum_id,num_contexts,label
12904919_2,572076,1345,0,noHate
12905790_1,578244,1345,2,noHate
12905790_2,578244,1345,2,noHate
12915702_1,575999,1345,0,noHate
12915702_2,575999,1345,0,noHate
12915702_3,575999,1345,0,noHate
12915702_4,575999,1345,0,noHate
13061184_1,577495,1345,1,hate
13061184_2,577495,1345,1,hate
13061184_3,577495,1345,1,noHate
13063006_1,578159,1345,1,noHate
13063006_2,578159,1345,1,noHate
13063290_1,578990,1345,0,noHate
13063290_2,578990,1345,2,noHate
13063290_3,578990,1345,2,noHate
13119410_1,572508,1345,1,noHate
13139571_1,572139,1345,3,noHate
13139571_2,572139,1345,3,noHate
13177001_1,579206,1345,0,noHate
13177001_2,579206,1345,1,noHate
13177001_3,579206,1345,1,noHate
13177001_4,579206,1345,1,noHate
13177001_5,579206,1345,1,noHate
13209219_1,575645,1345,0,noHate
13209219_2,575645,1345,0,noHate
13209219_3,575645,1345,0,noHate
13209219_4,575645,1345,0,noHate
13271390_1,577040,1345,2,noHate
13271390_2,577040,1345,2,noHate
13288494_1,572180,1345,6,noHate
13288494_2,572180,1345,0,noHate
13288494_3,572180,1345,6,noHate
13288494_4,572180,1345,6,noHate
13288494_5,572180,1345,6,noHate
13288494_6,572180,1345,6,noHate
13288494_7,572180,1345,6,noHate
13288494_8,572180,1345,6,noHate
13288494_9,572180,1345,6,noHate
13288494_10,572180,1345,6,noHate
13288494_11,572180,1345,6,noHate
13288494_12,572180,1345,6,noHate
13293414_1,572180,1345,1,hate
13293414_2,572180,1345,1,noHate
13293414_3,572180,1345,1,noHate
13341044_1,572139,1345,0,noHate
13391410_1,579214,1345,1,hate
13401474_1,581236,1345,2,noHate
13401474_2,581236,1345,2,hate
13401474_3,581236,1345,2,hate
13406897_1,579436,1345,0,hate
13406897_2,579436,1345,0,hate
13406897_3,579436,1345,0,hate
13406897_4,579436,1345,6,noHate
13422115_1,581373,1347,0,noHate
13422115_2,581373,1347,0,hate
13433000_1,572042,1347,0,noHate
13434590_1,575709,1347,0,noHate
13434590_2,575709,1347,0,hate
13435201_1,575675,1347,2,noHate
13435201_2,575675,1347,2,noHate
13435201_3,575675,1347,2,noHate
13442727_1,577488,1347,1,noHate
13442727_2,577488,1347,1,noHate
13444199_1,581884,1347,3,hate
13444199_2,581884,1347,3,noHate
13446781_1,572067,1347,0,noHate
13446781_2,572067,1347,1,noHate
13446781_3,572067,1347,1,hate
13446781_4,572067,1347,1,noHate
13446781_5,572067,1347,1,noHate
13449094_1,579167,1347,0,hate
13449383_1,582096,1347,0,noHate
13451430_1,582250,1347,0,noHate
13451430_2,582250,1347,0,noHate
13453511_1,576458,1347,0,noHate
13453511_2,576458,1347,0,noHate
13454668_1,573278,1347,0,hate
13454668_2,573278,1347,0,noHate
13456696_1,572219,1396,2,noHate
13456696_2,572219,1396,2,noHate
13456696_3,572219,1396,2,noHate
13456696_4,572219,1396,2,noHate
13456696_5,572219,1396,2,noHate
13456696_6,572219,1396,2,noHate
13456696_7,572219,1396,2,noHate
13456696_8,572219,1396,2,noHate
13456696_9,572219,1396,2,noHate
13456696_10,572219,1396,2,noHate
13456696_11,572219,1396,2,noHate
13456921_1,578990,1347,0,hate
13456921_2,578990,1347,2,noHate
13458373_1,582330,1347,0,noHate
13458373_2,582330,1347,0,noHate
13458484_1,572404,1347,0,noHate
13458484_2,572404,1347,0,noHate
13460017_1,582330,1347,0,noHate
13460017_2,582330,1347,0,noHate
13461061_1,575534,1346,0,noHate
13461061_2,575534,1346,0,noHate
13461719_1,575756,1347,0,noHate
13461719_2,575756,1347,2,hate
13461719_3,575756,1347,2,noHate
13462533_1,579056,1347,0,noHate
13462533_2,579056,1347,2,noHate
13462533_3,579056,1347,2,noHate
13463371_1,572196,1346,0,noHate
13463371_2,572196,1346,0,noHate
13463371_3,572196,1346,0,noHate
13467569_1,574152,1346,0,noHate
13467569_2,574152,1346,0,noHate
13467569_3,574152,1346,2,hate
13469056_1,575695,1347,0,noHate
13473137_1,572196,1346,2,noHate
13473137_2,572196,1346,2,noHate
13473465_1,583637,1346,2,noHate
13474879_1,572059,1346,0,noHate
13475102_1,572408,1346,1,noHate
13477084_1,572059,1346,0,noHate
13477084_2,572059,1346,2,hate
13477295_1,572087,1345,2,hate
13477295_2,572087,1345,2,hate
13477295_3,572087,1345,2,hate
13477865_1,572224,1346,0,hate
13477865_2,572224,1346,1,hate
13480997_1,573561,1345,3,hate
13480997_2,573561,1345,0,hate
13480997_3,573561,1345,3,noHate
13482637_1,585090,1346,0,noHate
13482637_2,585090,1346,0,noHate
13483810_1,579291,1347,0,noHate
13483810_2,579291,1347,0,noHate
13484158_1,579086,1345,1,hate
13484158_2,579086,1345,1,hate
13484158_3,579086,1345,1,noHate
13484565_1,581444,1345,2,hate
13488146_1,585682,1395,2,noHate
13488146_2,585682,1395,2,hate
13488914_1,575554,1395,0,hate
13491591_1,575250,1395,0,noHate
13491591_2,575250,1395,0,noHate
13491591_3,575250,1395,0,noHate
13491591_4,575250,1395,0,noHate
13491591_5,575250,1395,0,noHate
13492064_1,576293,1395,2,noHate
13492064_2,576293,1395,2,noHate
13492064_3,576293,1395,2,noHate
13493681_1,572043,1395,0,noHate
13493681_2,572043,1395,0,noHate
13494395_1,584433,1395,1,noHate
13494421_1,584433,1395,0,noHate
13494421_2,584433,1395,0,noHate
13494421_3,584433,1395,1,noHate
13494421_4,584433,1395,1,noHate
13494421_5,584433,1395,1,noHate
13494421_6,584433,1395,1,noHate
13496564_1,576891,1395,1,noHate
13496564_2,576891,1395,1,noHate
13496564_3,576891,1395,1,noHate
13499007_1,585703,1395,0,noHate
13499007_2,585703,1395,0,noHate
13499007_3,585703,1395,0,noHate
13499007_4,585703,1395,0,noHate
13499982_1,573820,1395,1,noHate
13501262_1,586483,1345,1,noHate
13501262_2,586483,1345,1,noHate
13501262_3,586483,1345,1,noHate
13501638_1,586469,1395,5,noHate
13501638_2,586469,1395,5,noHate
13503127_1,572147,1345,0,noHate
13503127_2,572147,1345,0,noHate
13503127_3,572147,1345,0,noHate
13503555_1,575787,1345,0,hate
13503555_2,575787,1345,0,noHate
13504442_1,586270,1395,0,noHate
13504529_1,586528,1395,0,noHate
13504529_2,586528,1395,0,noHate
13506182_1,586372,1395,1,hate
13507183_1,573278,1345,0,hate
13508272_1,573278,1345,0,noHate
13547398_1,580757,1345,0,noHate
13547398_2,580757,1345,0,hate
13547398_3,580757,1345,0,noHate
13555448_1,579280,1346,1,noHate
13555448_2,579280,1346,1,noHate
13561998_1,588706,1347,2,noHate
13561998_2,588706,1347,2,noHate
13591603_1,590030,1393,0,noHate
13591603_2,590030,1393,0,noHate
13592269_1,572266,1393,0,noHate
13592269_2,572266,1393,0,noHate
13592661_1,589795,1393,0,noHate
13597435_1,573835,1393,0,idk/skip
13597435_2,573835,1393,0,noHate
13597435_3,573835,1393,0,noHate
13597435_4,573835,1393,0,noHate
13597435_5,573835,1393,0,noHate
13597435_6,573835,1393,0,noHate
13597654_1,590180,1393,2,noHate
13599267_1,581207,1393,0,noHate
13599267_2,581207,1393,0,noHate
13600193_1,589704,1393,0,noHate
13604801_1,589629,1393,0,noHate
13604801_2,589629,1393,0,hate
13604948_1,572043,1393,0,hate
13604948_2,572043,1393,0,idk/skip
13604948_3,572043,1393,0,noHate
13604958_1,581207,1393,2,noHate
13604958_2,581207,1393,2,noHate
13605248_1,579436,1393,1,noHate
13605248_2,579436,1393,1,noHate
13605248_3,579436,1393,1,noHate
13605248_4,579436,1393,1,noHate
13605248_5,579436,1393,1,noHate
13605248_6,579436,1393,1,hate
13605248_7,579436,1393,1,noHate
13605248_8,579436,1393,1,noHate
13605248_9,579436,1393,1,noHate
13605248_10,579436,1393,1,noHate
13605248_11,579436,1393,1,noHate
13607337_1,581214,1393,0,noHate
13607337_2,581214,1393,0,noHate
13609323_1,581207,1393,0,noHate
13609323_2,581207,1393,1,noHate
13610248_1,589187,1393,2,noHate
13610248_2,589187,1393,2,noHate
13611752_1,572043,1393,1,noHate
13611752_2,572043,1393,1,noHate
13613228_1,573932,1393,1,noHate
13615431_1,589670,1393,1,noHate
13615431_2,589670,1393,1,idk/skip
13617074_1,572043,1393,0,noHate
13646605_1,581207,1393,0,noHate
13646605_2,581207,1393,0,noHate
13646605_3,581207,1393,0,idk/skip
13843249_1,591099,1391,0,hate
13843249_2,591099,1391,0,noHate
13843422_1,592421,1391,0,hate
13843729_1,579630,1391,0,hate
13844126_1,592479,1391,0,hate
13844316_1,573428,1391,0,noHate
13844316_2,573428,1391,1,noHate
13844546_1,587493,1391,7,noHate
13844546_2,587493,1391,7,noHate
13845891_1,592529,1391,0,noHate
13846521_1,592499,1391,2,noHate
13846521_2,592499,1391,2,noHate
13848611_1,592499,1391,0,noHate
13849471_1,591119,1391,0,noHate
13850804_1,592435,1391,0,noHate
13851581_1,592500,1391,1,noHate
13852217_1,592662,1391,1,noHate
13855496_1,587508,1391,7,hate
13855496_2,587508,1391,7,noHate
13856416_1,591105,1391,0,noHate
13856416_2,591105,1391,0,noHate
13857116_1,586778,1391,1,hate
13857216_1,574024,1391,1,noHate
13857781_1,573642,1391,1,noHate
13858923_1,591076,1391,2,noHate
13858971_1,578149,1391,0,noHate
13861429_1,592755,1391,1,hate
13862105_1,591103,1391,0,noHate
13862105_2,591103,1391,0,noHate
13862381_1,591113,1391,0,noHate
13862956_1,592918,1391,0,noHate
13863356_1,582579,1391,0,noHate
13863356_2,582579,1391,0,noHate
13864025_1,592767,1391,0,noHate
13864288_1,591107,1391,1,noHate
13864288_2,591107,1391,1,noHate
13864766_1,591125,1391,2,noHate
13864766_2,591125,1391,2,noHate
13864766_3,591125,1391,2,noHate
13864766_4,591125,1391,2,noHate
13864766_5,591125,1391,2,noHate
13864827_1,591107,1391,3,noHate
13864827_2,591107,1391,3,noHate
13865807_1,574905,1391,1,noHate
13865807_2,574905,1391,1,noHate
13866457_1,572043,1391,0,noHate
13866706_1,593076,1391,5,noHate
13866706_2,593076,1391,5,noHate
13867797_1,586195,1391,0,noHate
13867797_2,586195,1391,0,noHate
13867797_3,586195,1391,0,noHate
13867797_4,586195,1391,0,noHate
13939030_1,577061,1387,0,noHate
13946979_1,594438,1388,1,noHate
13946979_2,594438,1388,1,noHate
13947162_1,590924,1388,0,noHate
13948134_1,590924,1388,1,noHate
14014191_1,588751,1388,3,noHate
14017079_1,574247,1388,1,noHate
14017079_2,574247,1388,1,noHate
14017079_3,574247,1388,1,noHate
14017079_4,574247,1388,1,noHate
14023352_1,572037,1387,0,hate
14023594_1,575464,1387,0,noHate
14023594_2,575464,1387,0,noHate
14023594_3,575464,1387,0,noHate
14025491_1,572668,1387,3,noHate
14025960_1,595718,1387,1,noHate
14025960_2,595718,1387,1,hate
14025960_3,595718,1387,1,noHate
14025960_4,595718,1387,1,noHate
14026374_1,588512,1387,0,noHate
14026466_1,572653,1387,2,noHate
14026466_2,572653,1387,2,noHate
14026466_3,572653,1387,2,noHate
14026780_1,574902,1387,1,hate
14026780_2,574902,1387,1,hate
14026796_1,577642,1387,0,noHate
14026796_2,577642,1387,0,noHate
14026837_1,572921,1387,0,noHate
14026837_2,572921,1387,0,noHate
14027650_1,595899,1387,0,noHate
14027650_2,595899,1387,3,noHate
14027653_1,575221,1387,0,noHate
14027653_2,575221,1387,2,noHate
14027939_1,575175,1387,0,noHate
14027939_2,575175,1387,2,noHate
14028809_1,592508,1387,0,noHate
14028809_2,592508,1387,3,noHate
14029017_1,575295,1387,0,noHate
14029332_1,590765,1387,0,noHate
14030336_1,572142,1387,0,noHate
14030336_2,572142,1387,1,noHate
14030845_1,574612,1387,0,noHate
14031472_1,596265,1387,2,noHate
14032559_1,595825,1387,4,hate
14032608_1,595892,1387,2,noHate
14032740_1,574284,1387,0,noHate
14032740_2,574284,1387,0,hate
14032740_3,574284,1387,0,noHate
14032740_4,574284,1387,0,noHate
14032740_5,574284,1387,0,noHate
14032740_6,574284,1387,0,noHate
14032740_7,574284,1387,0,noHate
14032740_8,574284,1387,0,noHate
14032740_9,574284,1387,0,noHate
14032740_10,574284,1387,0,noHate
14032740_11,574284,1387,0,noHate
14032740_12,574284,1387,0,noHate
14032740_13,574284,1387,0,noHate
14032740_14,574284,1387,0,noHate
14034435_1,572260,1387,3,noHate
14034435_2,572260,1387,3,noHate
14034693_1,595936,1387,0,hate
14034808_1,572357,1387,0,hate
14034808_2,572357,1387,1,noHate
14034808_3,572357,1387,1,noHate
14036242_1,596557,1387,0,noHate
14036285_1,578419,1387,1,noHate
14037646_1,585480,1387,0,noHate
14037646_2,585480,1387,1,noHate
14037646_3,585480,1387,1,noHate
14037748_1,595630,1387,0,noHate
14037748_2,595630,1387,1,noHate
14037748_3,595630,1387,1,noHate
14038016_1,572265,1387,1,noHate
14038806_1,574902,1387,0,noHate
14038806_2,574902,1387,0,noHate
14038806_3,574902,1387,0,noHate
14039462_1,575589,1387,2,noHate
14039553_1,594112,1387,0,noHate
14039676_1,595718,1387,0,noHate
14039676_2,595718,1387,0,noHate
14039676_3,595718,1387,0,noHate
14039896_1,578507,1387,3,hate
14039896_2,578507,1387,3,noHate
14039896_3,578507,1387,3,noHate
14040028_1,578635,1387,0,noHate
14050951_1,574220,1383,0,noHate
14051532_1,575982,1383,0,noHate
14051532_2,575982,1383,0,noHate
14051600_1,572310,1383,0,relation
14051600_2,572310,1383,0,relation
14059454_1,576427,1383,0,noHate
14059454_2,576427,1383,0,noHate
14059454_3,576427,1383,0,noHate
14059454_4,576427,1383,0,noHate
14060302_1,572837,1383,0,noHate
14060302_2,572837,1383,2,noHate
14062360_1,572503,1383,0,noHate
14062360_2,572503,1383,0,noHate
14062890_1,597491,1383,0,hate
14063024_1,596822,1383,0,noHate
14064196_1,575432,1383,0,noHate
14064480_1,574824,1383,0,noHate
14064480_2,574824,1383,0,noHate
14064480_3,574824,1383,0,noHate
14064480_4,574824,1383,0,noHate
14064480_5,574824,1383,0,noHate
14064480_6,574824,1383,0,noHate
14066071_1,572043,1383,1,noHate
14068428_1,575256,1383,0,noHate
14068441_1,597594,1383,3,hate
14068441_2,597594,1383,3,noHate
14068441_3,597594,1383,3,noHate
14068441_4,597594,1383,3,noHate
14068441_5,597594,1383,3,noHate
14068441_6,597594,1383,3,noHate
14068441_7,597594,1383,3,noHate
14070612_1,577436,1383,0,noHate
14071005_1,572097,1383,0,hate
14073643_1,572082,1383,0,noHate
14073744_1,582672,1383,1,noHate
14074039_1,579750,1383,0,hate
14074039_2,579750,1383,0,idk/skip
14077385_1,591048,1383,0,noHate
14077385_2,591048,1383,2,hate
14078628_1,575257,1383,0,noHate
14078628_2,575257,1383,0,noHate
14078800_1,582486,1383,0,noHate
14078800_2,582486,1383,0,noHate
14080098_1,578730,1381,0,noHate
14080098_2,578730,1381,0,noHate
14080098_3,578730,1381,0,noHate
14080747_1,579408,1383,1,hate
14080747_2,579408,1383,1,hate
14080747_3,579408,1383,1,noHate
14081935_1,573460,1383,0,noHate
14081935_2,573460,1383,0,noHate
14081935_3,573460,1383,0,noHate
14081935_4,573460,1383,0,noHate
14083587_1,581116,1383,0,noHate
14083587_2,581116,1383,0,noHate
14083587_3,581116,1383,0,noHate
14088710_1,598300,1381,0,noHate
14091425_1,573498,1381,0,noHate
14093901_1,580058,1381,0,noHate
14093987_1,574818,1381,0,noHate
14093987_2,574818,1381,0,noHate
14093987_3,574818,1381,0,noHate
14094053_1,598611,1381,0,noHate
14094053_2,598611,1381,0,noHate
14094053_3,598611,1381,0,noHate
14094053_4,598611,1381,0,noHate
14095579_1,573498,1381,2,hate
14096566_1,573670,1381,0,noHate
14096566_2,573670,1381,0,noHate
14098049_1,598939,1381,2,noHate
14098049_2,598939,1381,2,noHate
14098284_1,573498,1381,0,noHate
14099272_1,597909,1381,0,noHate
14099272_2,597909,1381,0,noHate
14099414_1,599111,1381,0,noHate
14099414_2,599111,1381,0,noHate
14099414_3,599111,1381,0,noHate
14099981_1,599166,1381,0,noHate
14100180_1,599191,1381,0,noHate
14100290_1,599197,1381,0,noHate
14100290_2,599197,1381,0,noHate
14100290_3,599197,1381,0,noHate
14100782_1,580983,1381,0,noHate
14100820_1,599140,1381,0,noHate
14102350_1,599368,1381,0,noHate
14102350_2,599368,1381,0,noHate
14103292_1,599555,1381,0,noHate
14103292_2,599555,1381,0,noHate
14103292_3,599555,1381,0,noHate
14104444_1,599704,1381,0,noHate
14104444_2,599704,1381,0,noHate
14104444_3,599704,1381,0,noHate
14104444_4,599704,1381,0,noHate
14105266_1,599806,1381,0,noHate
14105266_2,599806,1381,0,noHate
14105266_3,599806,1381,0,noHate
14105266_4,599806,1381,0,noHate
14105677_1,599719,1381,0,noHate
14106131_1,599911,1381,0,noHate
14106678_1,599971,1381,0,hate
14106678_2,599971,1381,0,noHate
14107440_1,589935,1381,0,noHate
14108167_1,600261,1381,0,noHate
14108390_1,600288,1381,0,noHate
14109043_1,600386,1381,0,noHate
14109043_2,600386,1381,0,noHate
14109043_3,600386,1381,0,noHate
14110686_1,600584,1381,0,noHate
14110686_2,600584,1381,0,noHate
14110686_3,600584,1381,0,noHate
14110686_4,600584,1381,0,noHate
14110686_5,600584,1381,0,hate
14110686_6,600584,1381,0,noHate
14110686_7,600584,1381,0,noHate
14110686_8,600584,1381,0,noHate
14110686_9,600584,1381,0,noHate
14110686_10,600584,1381,0,noHate
14110686_11,600584,1381,0,noHate
14110686_12,600584,1381,0,noHate
14110790_1,600196,1381,0,noHate
14110790_2,600196,1381,0,noHate
14110886_1,598719,1381,0,noHate
14110886_2,598719,1381,0,noHate
14110886_3,598719,1381,0,noHate
14112030_1,598458,1381,0,noHate
14112231_1,573756,1381,0,noHate
14112540_1,599878,1381,0,noHate
14113349_1,593369,1381,0,noHate
14113363_1,573792,1381,0,noHate
14113363_2,573792,1381,0,noHate
14263949_1,572095,1380,0,noHate
14263949_2,572095,1380,0,noHate
14264832_1,576945,1380,0,noHate
14268777_1,589338,1380,0,noHate
14268777_2,589338,1380,0,noHate
14268777_3,589338,1380,0,noHate
14270442_1,573932,1380,1,noHate
14271693_1,576945,1380,0,noHate
14280425_1,576945,1380,0,noHate
14287665_1,605599,1380,0,noHate
14287665_2,605599,1380,0,noHate
14287665_3,605599,1380,0,hate
14289836_1,581139,1380,2,noHate
14289836_2,581139,1380,2,noHate
14296180_1,581399,1380,0,noHate
14296825_1,572417,1380,0,noHate
14296825_2,572417,1380,0,noHate
14296825_3,572417,1380,0,noHate
14297280_1,580660,1380,1,noHate
14297717_1,601519,1380,0,noHate
14297717_2,601519,1380,0,noHate
14297717_3,601519,1380,0,noHate
14297717_4,601519,1380,0,noHate
14297717_5,601519,1380,0,noHate
14297717_6,601519,1380,0,noHate
14297717_7,601519,1380,0,noHate
14297717_8,601519,1380,0,noHate
14297717_9,601519,1380,0,noHate
14297717_10,601519,1380,0,noHate
14297717_11,601519,1380,0,noHate
14298104_1,573817,1380,1,noHate
14298104_2,573817,1380,1,noHate
14298778_1,579203,1380,0,noHate
14298778_2,579203,1380,0,noHate
14299125_1,572066,1380,0,noHate
14299125_2,572066,1380,0,noHate
14299125_3,572066,1380,0,noHate
14299125_4,572066,1380,0,noHate
14299696_1,577213,1380,0,noHate
14299696_2,577213,1380,0,hate
14299818_1,576945,1380,0,noHate
14299818_2,576945,1380,0,noHate
14299858_1,581224,1380,0,noHate
14299858_2,581224,1380,3,noHate
14301403_1,572210,1380,0,noHate
14301403_2,572210,1380,1,noHate
14302523_1,593911,1380,0,noHate
14302523_2,593911,1380,0,noHate
14302523_3,593911,1380,0,noHate
14302523_4,593911,1380,0,noHate
14302559_1,576935,1380,0,noHate
14302559_2,576935,1380,0,noHate
14302621_1,572095,1380,0,noHate
14302621_2,572095,1380,0,noHate
14302621_3,572095,1380,0,noHate
14406596_1,576732,1375,0,noHate
14406596_2,576732,1375,0,noHate
14406608_1,580481,1375,0,noHate
14406608_2,580481,1375,0,noHate
14406608_3,580481,1375,0,noHate
14406608_4,580481,1375,0,noHate
14406608_5,580481,1375,0,noHate
14407968_1,572095,1375,0,noHate
14408760_1,575695,1375,0,noHate
14409265_1,577099,1375,0,noHate
14409265_2,577099,1375,0,noHate
14409265_3,577099,1375,0,noHate
14413233_1,598545,1375,1,noHate
14413563_1,586093,1375,0,noHate
14413563_2,586093,1375,0,noHate
14413967_1,581150,1375,0,noHate
14414144_1,572216,1375,0,noHate
14414144_2,572216,1375,0,noHate
14414144_3,572216,1375,0,noHate
14418888_1,572825,1375,0,noHate
14418888_2,572825,1375,1,noHate
14419990_1,572711,1375,0,hate
14419990_2,572711,1375,0,noHate
14420212_1,593102,1375,2,noHate
14420212_2,593102,1375,2,noHate
14422674_1,599969,1375,0,noHate
14422674_2,599969,1375,0,noHate
14426294_1,595080,1375,0,noHate
14426294_2,595080,1375,0,noHate
14426294_3,595080,1375,0,noHate
14432008_1,580206,1375,0,noHate
14434191_1,573912,1375,0,noHate
14434191_2,573912,1375,0,noHate
14434772_1,589918,1375,0,noHate
14434772_2,589918,1375,0,noHate
14434772_3,589918,1375,0,noHate
14434772_4,589918,1375,0,noHate
14438185_1,593328,1375,0,noHate
14438669_1,573617,1375,0,noHate
14438669_2,573617,1375,0,noHate
14653434_1,572037,1371,0,hate
14658121_1,572299,1371,0,noHate
14658121_2,572299,1371,0,noHate
14658121_3,572299,1371,0,noHate
14658274_1,604689,1371,0,noHate
14658274_2,604689,1371,0,hate
14658274_3,604689,1371,0,noHate
14660182_1,573278,1371,1,hate
14660182_2,573278,1371,1,noHate
14661438_1,572265,1371,0,noHate
14661438_2,572265,1371,1,noHate
14662997_1,575891,1371,0,noHate
14663016_1,572542,1371,2,noHate
14663016_2,572542,1371,2,hate
14663141_1,574247,1371,0,noHate
14663141_2,574247,1371,0,noHate
14663523_1,575891,1371,1,noHate
14665473_1,572794,1371,0,noHate
14666376_1,614344,1371,0,noHate
14667636_1,576528,1371,1,noHate
14667636_2,576528,1371,1,hate
14668109_1,572312,1371,0,noHate
14668109_2,572312,1371,0,noHate
14668499_1,576755,1371,3,noHate
14668499_2,576755,1371,3,noHate
14668596_1,579280,1371,2,hate
14668596_2,579280,1371,2,hate
14669137_1,572231,1371,0,noHate
14669137_2,572231,1371,3,noHate
14669137_3,572231,1371,3,noHate
14669166_1,573256,1371,0,noHate
14669166_2,573256,1371,0,hate
14669384_1,576072,1371,0,noHate
14669384_2,576072,1371,0,noHate
14669384_3,576072,1371,0,noHate
14669384_4,576072,1371,0,noHate
14669384_5,576072,1371,0,noHate
14669384_6,576072,1371,0,noHate
14669384_7,576072,1371,0,noHate
14670222_1,614078,1371,0,hate
14670222_2,614078,1371,0,noHate
14670362_1,572378,1371,2,noHate
14670362_2,572378,1371,2,noHate
14670936_1,575683,1371,1,hate
14671126_1,573383,1371,0,noHate
14671343_1,579623,1371,5,noHate
14671343_2,579623,1371,5,noHate
14671829_1,573247,1371,5,hate
14671829_2,573247,1371,5,noHate
14671829_3,573247,1371,5,hate
14671829_4,573247,1371,5,hate
14671829_5,573247,1371,5,hate
14671829_6,573247,1371,5,noHate
14671829_7,573247,1371,5,hate
14671829_8,573247,1371,5,hate
14671829_9,573247,1371,5,noHate
14672884_1,577435,1371,0,noHate
14672884_2,577435,1371,0,noHate
14673433_1,576438,1371,1,noHate
14673433_2,576438,1371,1,noHate
14673476_1,576199,1371,0,noHate
14673476_2,576199,1371,0,noHate
14673732_1,572324,1371,0,noHate
14673732_2,572324,1371,12,noHate
14673732_3,572324,1371,12,noHate
14673732_4,572324,1371,12,noHate
14673816_1,577582,1371,1,noHate
14674224_1,577613,1371,0,hate
14674224_2,577613,1371,0,hate
14675522_1,573598,1371,0,noHate
14675562_1,577118,1371,3,noHate
14675562_2,577118,1371,3,noHate
14675839_1,576199,1371,0,noHate
14675839_2,576199,1371,0,noHate
14675958_1,575768,1371,0,hate
14676276_1,572438,1371,6,noHate
14676276_2,572438,1371,6,noHate
14676276_3,572438,1371,6,noHate
14676276_4,572438,1371,6,noHate
14676276_5,572438,1371,6,noHate
14677489_1,574954,1371,1,noHate
14677489_2,574954,1371,1,noHate
14677898_1,572043,1371,0,noHate
14677898_2,572043,1371,0,noHate
14677898_3,572043,1371,0,hate
14677940_1,576526,1371,3,noHate
14677940_2,576526,1371,3,noHate
14678603_1,572073,1371,0,hate
14678705_1,572648,1371,0,noHate
14678705_2,572648,1371,0,noHate
14678705_3,572648,1371,0,noHate
14678705_4,572648,1371,0,noHate
30385379_1,734863,1359,3,noHate
30385379_2,734863,1359,3,noHate
30385379_3,734863,1359,3,noHate
30386096_1,587337,1362,0,noHate
30386096_2,587337,1362,0,noHate
30386096_3,587337,1362,0,noHate
30386096_4,587337,1362,0,noHate
30386180_1,734567,1362,0,noHate
30386180_2,734567,1362,0,noHate
30386180_3,734567,1362,0,noHate
30406869_1,577073,1354,1,noHate
30407492_1,578125,1359,1,noHate
30407492_2,578125,1359,1,noHate
30407607_1,573365,1359,0,noHate
30407607_2,573365,1359,0,noHate
30407607_3,573365,1359,0,noHate
30407607_4,573365,1359,0,noHate
30407607_5,573365,1359,0,noHate
30407607_6,573365,1359,0,noHate
30407607_7,573365,1359,0,noHate
30407607_8,573365,1359,0,noHate
30407607_9,573365,1359,2,noHate
30415032_1,576995,1359,0,noHate
30416083_1,577785,1362,0,noHate
30416083_2,577785,1362,0,noHate
30416083_3,577785,1362,0,noHate
30416083_4,577785,1362,0,noHate
30420797_1,572266,1388,0,noHate
